,ro,rup,rup_std,rup_cun,en,es,fr,split
762,"vrăjitoarea, strânsă cu ușa, îl învață pe băiat să ia o cupă de pe-o policioară, cupă cu apă descântată de cele trei ursitoare, să-l stropească cu ea pe dona, și are să se trezească numaidecât. cu apa asta, flăcăul îi învie pe toți câți fură împinși de soartă să treacă pe aici.","maγistra, cari u vidzu streasă, lu înviță s-l'ea cupa di pri pul'iță cu apă discîntată di treile mire, s-lu pruscuchească, și va s-înγeadză troară. gionile, cu apa aestă îl'i înγie tuț cîț îl'i pimse mira lor ațea laia aoa.","mayistra, cari u vid̦u streasă, lu înviță s-ľea cupa di pri puľiță cu apă discîntată di treile mire, s-lu pruscuchească, și va s-înyead̦ă troară. gionile, cu apa aestă îľi înyie tuț cîț îľi pimse mira lor ațea laia aoa.","mayistra, cari u vidzu streasã, lu ãnvitsã s-ljea cupa di pri puljitsã cu apã discãntatã di treile mire, s-lu pruscucheascã, shi va s-ãnyeadzã troarã. gionile, cu apa aestã ãlji ãnyie tuts cãts ãlji pimse mira lor atsea laia aoa.","the witch, close to the door, teaches the boy to take a cup from a pulpit, a cup of water enchanted by the three witches, to sprinkle it on dona, and he wakes up immediately. with this water, the lad revives all those who have been pushed by fate to pass by.","la bruja, cerca de la puerta, enseña al muchacho a coger de un púlpito una copa de agua encantada por las tres brujas, a rociarla sobre doña, y se despierta inmediatamente. con esta agua, el muchacho revive a todos los que el destino ha empujado a pasar de largo.","la sorcière, près de la porte, apprend au garçon à prendre une coupe sur une chaire, une coupe d'eau enchantée par les trois sorcières, à l'asperger sur dona, et il se réveille immédiatement. avec cette eau, le garçon fait revivre tous ceux que le destin a poussés à passer.",train
763,"încinseră apoi un cuptor, de nouă ori l-au încins, și când mi ți-au azvârlit-o acolo pe babă, scrum s-a făcut!","arseră apoia un cireap di noauă ori, și cari u-nhipsiră nuntru, scrum se-adră moașa.","arseră apoia un cireap di noauă ori, și cari u-nhipsiră nuntru, scrum se-adră moașa.","arserã apoia un cireap di noauã ori, shi cari u-nhipsirã nuntru, scrum se-adrã moasha.","then they heated an oven, they heated it nine times, and when they threw the old woman in there, it was ashes!","entonces calentaron un horno, lo calentaron nueve veces, y cuando echaron allí a la vieja, ¡era ceniza!","puis ils ont chauffé un four, ils l'ont chauffé neuf fois, et quand ils ont jeté la vieille femme dedans, elle n'était plus que cendres !",train
764,"și, uite-așa, s-au întors voinicii ăștia la împăratul și se-nsură și noul venit, după care coborî împăratul de pe tronul lui, și-i puse pe cei doi tineri în loc. iar tinerii își împărțiră frățește împărăția, își aduseră și părinții aci, și-or mai fi trăind încă, de n-or fi murit, cumva.","ș-acși s-turnară nîpoi, la amirălu, iu si-nsură ș-alantu ficior, ș-apoia dipuse amirplu di pri scamnu și intrară nîși, și își împărțîră amirăril'ea, ș-adusiră ș-părințîl'i acloți, ș-bîneadză ș-adzi, s-nu muriră.","ș-acși s-turnară nîpoi, la amirălu, iu si-nsură ș-alantu ficior, ș-apoia dipuse amirplu di pri scamnu și intrară nîși, și își împărțîră amirăriľea, ș-adusiră ș-părințîľi acloți, ș-bînead̦ă ș-ad̦i, s-nu muriră.","sh-acshi s-turnarã nãpoi, la amirãlu, iu si-nsurã sh-alantu ficior, sh-apoia dipuse amirplu di pri scamnu shi intrarã nãshi, shi ãshi ãmpãrtsãrã amirãriljea, sh-adusirã sh-pãrintsãlji aclotsi, sh-bãneadzã sh-adzi, s-nu murirã.","and behold, the young men returned to the king, and the newcomer came, and the king came down from his throne, and set the two young men in their places. and the young men divided the kingdom among themselves, and brought their fathers here, and they are still living, if they are not dead.","y he aquí que los jóvenes volvieron al rey, y vino el recién llegado, y el rey descendió de su trono, y puso a los dos jóvenes en sus lugares. y los jóvenes se repartieron el reino, y trajeron aquí a sus padres, los cuales viven aún, si es que no han muerto.","les jeunes gens retournèrent auprès du roi, et le nouveau venu arriva. le roi descendit de son trône, et remit les deux jeunes gens à leur place. les jeunes gens se partagèrent le royaume, et ils amenèrent ici leurs pères, qui vivent encore, s'ils ne sont pas morts.",train
765,cam așa a fost!,ahîte ș-tute!,ahîte ș-tute!,ahãte sh-tute!,that's how it was!,¡así fue!,c'est ainsi que cela s'est passé !,train
766,"frumosule, istețule...",pirgaclu a ñeu,pirgaclu a ñeu,pirgaclu a ñeu,"handsome, clever...","guapo, inteligente...","beau, intelligent...",train
767,"a fost odată un flăcău frumos ca soarele, falnic precum un chiparos și viteaz ca un leu. era tocmai în puterea vârstei. într-o zi, trecând el pe lângă o pădure, dă de o babă. baba, văzându-l atât de chipeș, își zise: ăsta-mi trebuie.","eara nă oară un ficior, mușeat ca soarle, analtu ca chiparișlu și gione ca l'iundarlu. era taman tru añi. nă dzuă, cum trițea pri ningă nă pădure, astăl'e nă moașe. moașa, ma-l vidzu ahît livendu, își dzîse tu minte: aestu-i tră mine.","eara nă oară un ficior, mușeat ca soarle, analtu ca chiparișlu și gione ca ľiundarlu. era taman tru ańi. nă d̦uă, cum trițea pri ningă nă pădure, astăľe nă moașe. moașa, ma-l vid̦u ahît livendu, își d̦îse tu minte: aestu-i tră mine.","eara nã oarã un ficior, musheat ca soarle, analtu ca chiparishlu shi gione ca ljiundarlu. era taman tru anji. nã dzuã, cum tritsea pri ningã nã pãdure, astãlje nã moashe. moasha, ma-l vidzu ahãt livendu, ãshi dzãse tu minte: aestu-i trã mine.","there once was a lad handsome as the sun, as phallic as a cypress and as brave as a lion. he was just in the prime of life. one day, as he passed through a forest, he came upon an old woman. the old woman, seeing him so handsome, said to herself, i need this.","érase una vez un muchacho guapo como el sol, fálico como un ciprés y valiente como un león. estaba en la flor de la vida. un día, mientras atravesaba un bosque, se encontró con una anciana. la anciana, al verlo tan guapo, se dijo: necesito esto.","il était une fois un garçon, beau comme le soleil, phallique comme un cyprès et courageux comme un lion. il était dans la fleur de l'âge. un jour, alors qu'il traversait une forêt, il rencontra une vieille femme. la vieille femme, le voyant si beau, se dit: j'ai besoin de ça.",train
768,"- voinicule, grăi bătrâna, stăi să-ți fac un bine.","- gione, gione, dzîse moașa, stăi s-ță fac nă hare.","- gione, gione, d̦îse moașa, stăi s-ță fac nă hare.","- gione, gione, dzãse moasha, stãi s-tsã fac nã hare.","- you old man, said the old woman, i'm going to do you a favor.","- viejo, dijo la anciana, voy a hacerte un favor.","- vieil homme, dit la vieille femme, je vais te faire une faveur.",train
769,"flăcăul se opri, și baba, iar:",gionile stătu și moașa-l'i dzîse:,gionile stătu și moașa-ľi d̦îse:,gionile stãtu shi moasha-lji dzãse:,"the lad stopped, and the old woman again:","el muchacho se detuvo, y la anciana de nuevo:","le garçon s'est arrêté, et la vieille femme a recommencé:",train
770,"- frumosule, istețule, ia intră tu în scorbura asta, și ai să te pomenești într-o sală. în sală dau trei odăi; în una e un câine cu ochiul cât gura de pahar. să-l strigi frumosule, istețule! după care, liniștit, dă-l jos de pe lădoi și ia-ți de-acolo parale, cât poți duce!","- na, pirgaclu a ñeu, dipune-te tru guva aiștui arbore și va s-eși tru ună sală. tru sală suntu trei udăi; tru una easte un cîne cu ocl'iul ca di scafă; tine va-l'i grești pirgaclu a ñeu și apoia va s-lu dipuñi dipri sinduche și va s-l'eai pradz cîți va s-poți.","- na, pirgaclu a ńeu, dipune-te tru guva aiștui arbore și va s-eși tru ună sală. tru sală suntu trei udăi; tru una easte un cîne cu ocľiul ca di scafă; tine va-ľi grești pirgaclu a ńeu și apoia va s-lu dipuńi dipri sinduche și va s-ľeai prad̦ cîți va s-poți.","- na, pirgaclu a njeu, dipune-te tru guva aishtui arbore shi va s-eshi tru unã salã. tru salã suntu trei udãi; tru una easte un cãne cu ocljiul ca di scafã; tine va-lji greshti pirgaclu a njeu shi apoia va s-lu dipunji dipri sinduche shi va s-ljeai pradz cãtsi va s-potsi.","- you beautiful, clever boy, you get in this hole, and you'll be pissing in a room. in the hall i give three rooms; in one is a dog with an eye as big as a glass mouth. you shall call out to him, you clever, clever boy, and then, quietly, take him down from his crate and get as much money as you can carry.","- chico guapo y listo, métete en este agujero y mearás en una habitación. en el pasillo doy tres habitaciones; en una hay un perro con un ojo tan grande como una boca de cristal. le llamarás: chico listo, chico listo, y luego, en silencio, lo bajarás de su jaula y cogerás todo el dinero que puedas llevar.","- beau garçon intelligent, entre dans ce trou et tu pisseras dans une chambre. dans le hall, j'ai donné trois chambres; dans l'une d'elles se trouve un chien dont l'œil est aussi grand qu'une bouche de verre. tu lui crieras: petit malin, petit malin, puis, tranquillement, tu le descendras de sa caisse et tu prendras autant d'argent que tu pourras en porter.",train
771,"treci după aceea în ailaltă odaie; și acolo dai de un câine cu ochii cât pietrele de moară; zi-i și ăstuia, frumosule, istețule!, ia-l apoi de pe ladă, descuie lada și ia-ți bănet cât vrei.","di-pri-apoia va s-treț tru udaia alantă; și aclo va s-dai di un cîne cu ocl'il'i mari cît cheatra di moară; și aistui va-l'i dzîț pirgaclu a ñeu, va-l l'eai dipri sinduche, va s-u disfaț sinduchea ș-va s-l'eai pradz cîți vrei.","di-pri-apoia va s-treț tru udaia alantă; și aclo va s-dai di un cîne cu ocľiľi mari cît cheatra di moară; și aistui va-ľi d̦îț pirgaclu a ńeu, va-l ľeai dipri sinduche, va s-u disfaț sinduchea ș-va s-ľeai prad̦ cîți vrei.","di-pri-apoia va s-trets tru udaia alantã; shi aclo va s-dai di un cãne cu ocljilji mari cãt cheatra di moarã; shi aistui va-lji dzãts pirgaclu a njeu, va-l ljeai dipri sinduche, va s-u disfats sinduchea sh-va s-ljeai pradz cãtsi vrei.","then go into the other room; and there you find a dog with eyes as big as millstones; say to him, you clever, clever boy!, then take him off the crate, unlock the crate and take as much money as you want.","luego entra en la otra habitación; y allí encuentras un perro con ojos grandes como piedras de molino; dile: ¡chico listo, listo!, luego sácalo de la caja, abre la caja y coge todo el dinero que quieras.","passez ensuite dans l'autre pièce, où vous trouverez un chien aux yeux gros comme des meules; dites-lui: petit malin, petit malin !, puis enlevez-le de la caisse, déverrouillez la caisse et prenez autant d'argent que vous le souhaitez.",train
772,"la urmă, intră și-n odaia a treia. ai să dai acolo peste un câine atât de uriaș, cum n-ai mai văzut de când ești. faci la fel, ca până atunci, cu celelalte javre și iar te încarci de parale după pofta inimii. printre banii ăia vezi că dai de un amnar! ia-l și adu-mi-l numaidecât, altfel te las acolo, jos!","ma di-pri-apoia, va s-treț tru udaia alantă și va s-afl un cîne mare, cum nu ț-au vidzută ocl'il'i. va-l'i faț ș-aiștui ca ș-alîntor cîñi și va s-ti-ncarț cu cîți pradz vrei; tru pradz va s-afli un mînar; s-lu l'eai s-ñi-l aduț, di-si nu te-alas nuntru!","ma di-pri-apoia, va s-treț tru udaia alantă și va s-afl un cîne mare, cum nu ț-au vid̦ută ocľiľi. va-ľi faț ș-aiștui ca ș-alîntor cîńi și va s-ti-ncarț cu cîți prad̦ vrei; tru prad̦ va s-afli un mînar; s-lu ľeai s-ńi-l aduț, di-si nu te-alas nuntru!","ma di-pri-apoia, va s-trets tru udaia alantã shi va s-afl un cãne mare, cum nu ts-au vidzutã ocljilji. va-lji fats sh-aishtui ca sh-alãntor cãnji shi va s-ti-ncarts cu cãtsi pradz vrei; tru pradz va s-afli un mãnar; s-lu ljeai s-nji-l aduts, di-si nu te-alas nuntru!","finally, he enters the third floor. you'll come across a dog as huge as you've seen in years. you do the same, as before, with the other dogs and again you load yourself with the balls of your heart's desire. amongst that money you see you come across an amnar! take it and bring it to me at once, or i'll leave you down there!","finalmente, entra en el tercer piso. se encuentra con un perro tan enorme como no ha visto en años. haces lo mismo, como antes, con los otros perros y de nuevo te cargas con las bolas que tu corazón desea. ¡entre ese dinero que ves te topas con un amnar! cógelo y tráemelo enseguida, ¡o te dejo ahí abajo!","enfin, il arrive au troisième étage. vous tombez sur un chien aussi énorme que vous n'en avez pas vu depuis des années. tu fais la même chose avec les autres chiens et tu te charges à nouveau des balles de ton choix. parmi cet argent, tu tombes sur un amnar ! prends-le et ramène-le moi immédiatement, ou je te laisse en bas !",train
773,"flăcăul cel falnic, netemător de nimică, nu-și pierde vremea, ci coboară pe loc, legat de un brâu, și ajunge în sala cu pricina. cum îl învățase baba, așa făcu: îl alintă pe câine cu frumosule, istețule, îl dădu jos de pe comoară, și se încărcă de parale de aramă.","gionile aleptu, ți nu și știa di frică nu cheare oara, ma dipune, ligat di bărnu, și agiundze tru sală. după cum lu-nviță moașa, intră tu udaie, dizñirdă cînile cu pirgaclu a ñeu, îl dipuse di pe aγișteare, și lo, cîți pradz putu, di bîcăre.","gionile aleptu, ți nu și știa di frică nu cheare oara, ma dipune, ligat di bărnu, și agiund̦e tru sală. după cum lu-nviță moașa, intră tu udaie, dizńirdă cînile cu pirgaclu a ńeu, îl dipuse di pe ayișteare, și lo, cîți prad̦ putu, di bîcăre.","gionile aleptu, tsi nu shi shtia di fricã nu cheare oara, ma dipune, ligat di bãrnu, shi agiundze tru salã. dupã cum lu-nvitsã moasha, intrã tu udaie, diznjirdã cãnile cu pirgaclu a njeu, ãl dipuse di pe ayishteare, shi lo, cãtsi pradz putu, di bãcãre.","the falconic lad, fearless of nothing, wastes no time, but comes down on the spot, tied by a belt, and arrives in the room in question. as the old woman had taught him, so he did: he called the dog handsome, clever one, took him down from the treasure, and loaded himself with brass.","el muchacho cetrino, sin miedo a nada, no pierde el tiempo, sino que baja en el acto, atado con un cinturón, y llega a la habitación en cuestión. como le había enseñado la vieja, así lo hizo: llamó al perro guapo, listo, lo bajó del tesoro y se cargó de bronce.","le fauconnier, qui n'a peur de rien, ne perd pas de temps, descend sur place, attaché par une ceinture, et arrive dans la pièce en question. comme la vieille femme le lui avait appris, il agit: il appelle le chien beau, malin, le descend du trésor et se charge de cuivres.",train
774,"trecu-n cealaltă odaie. tot așa: frumosule, istețule, se dădu cu binele pe lângă câinele cu ochii mari cât pietrele de moară, îl coborî de pe comoară, unde era cocoțat și-și umplu sânul cu bani de argint.","tricu tru oda alantă. tut ași: pirgaclu a ñeu, pirgaclu a ñeu, îl lo cu bunlu pi cînile cu ocl'il'i mări căt cheatra di moară, îl dipuse di pi aγișteare și-și umplu sinile du pradz di asime.","tricu tru oda alantă. tut ași: pirgaclu a ńeu, pirgaclu a ńeu, îl lo cu bunlu pi cînile cu ocľiľi mări căt cheatra di moară, îl dipuse di pi ayișteare și-și umplu sinile du prad̦ di asime.","tricu tru oda alantã. tut ashi: pirgaclu a njeu, pirgaclu a njeu, ãl lo cu bunlu pi cãnile cu ocljilji mãri cãt cheatra di moarã, ãl dipuse di pi ayishteare shi-shi umplu sinile du pradz di asime.","he went into the other room. and so on: handsome, clever, he waddled past the dog with eyes as big as millstones, lowered him from the treasure where he was perched, and filled his breast with silver money.","se fue a la otra habitación. y así sucesivamente: guapo, listo, pasó junto al perro de ojos grandes como piedras de molino, lo bajó del tesoro donde estaba encaramado y le llenó el pecho de dinero de plata.","il est passé dans l'autre pièce. et ainsi de suite: il se dandina devant le chien aux yeux gros comme des meules, le fit descendre du trésor où il était perché et lui remplit la poitrine de billets d'argent.",train
